anonymizer,params,n_samples,closed_set_top1,verification_auc,adaptive_acc,privacy_score,acc_original,acc_anonymized,acc_delta,expr_consistency,expr_match_rate,utility_score,fid,lpips_mean,psnr_mean,ssim_mean
blur,{"kernel_size": 11},50,1.0,0.0,0.0,0.0,0.26,0.26,0.0,0.8976592123508453,0.88,0.6425955274105072,-1.0,0.03525334224104881,38.10049355986447,0.9799269948548427
