anonymizer,params,n_samples,closed_set_top1,verification_auc,adaptive_acc,privacy_score,acc_original,acc_anonymized,acc_delta,expr_consistency,expr_match_rate,utility_score,fid,lpips_mean,psnr_mean,ssim_mean
deep_privacy2,{"model": "face", "device": "cpu"},50,1.0,0.0,0.0,0.0,0.26,0.26,0.0,1.0,1.0,0.704,-1.0,0.0,inf,1.0
