anonymizer,params,n_samples,closed_set_top1,verification_auc,adaptive_acc,privacy_score,acc_original,acc_anonymized,acc_delta,expr_consistency,expr_match_rate,utility_score,fid,lpips_mean,psnr_mean,ssim_mean
k_same,{"k": 10},50,0.04,0.0,0.0,0.96,0.26,0.14,-0.12,0.0,0.3,0.05600000000000001,-1.0,0.4950578212738037,12.743320275244049,0.5308627804873133
